iter	Passed	Remaining
640	1114	624
641	1116	622
642	1117	620
643	1118	618
644	1120	616
645	1121	614
646	1123	612
647	1124	610
648	1126	609
649	1127	607
650	1128	605
651	1130	603
652	1131	601
653	1133	599
654	1134	597
655	1135	595
656	1137	593
657	1138	591
658	1140	590
659	1141	588
660	1143	586
661	1144	584
662	1145	582
663	1147	580
664	1148	578
665	1150	576
666	1151	574
667	1153	573
668	1154	571
669	1155	569
670	1157	567
671	1158	565
672	1160	563
673	1161	561
674	1162	559
675	1164	558
676	1165	556
677	1167	554
678	1168	552
679	1170	550
680	1171	548
681	1173	547
682	1174	545
683	1176	543
684	1177	541
685	1179	539
686	1180	537
687	1182	536
688	1183	534
689	1184	532
690	1186	530
691	1187	528
692	1188	526
693	1190	524
694	1191	522
695	1193	521
696	1194	519
697	1196	517
698	1197	515
699	1199	513
700	1200	512
701	1201	510
702	1203	508
703	1204	506
704	1206	504
705	1207	502
706	1209	501
707	1211	499
708	1213	497
709	1214	496
710	1216	494
711	1217	492
712	1219	490
713	1221	489
714	1222	487
715	1224	485
716	1225	483
717	1227	481
718	1228	480
719	1229	478
720	1231	476
721	1232	474
722	1234	472
723	1235	470
724	1236	469
725	1238	467
726	1239	465
727	1241	463
728	1242	461
729	1243	460
730	1245	458
731	1246	456
732	1248	454
733	1249	452
734	1250	451
735	1252	449
736	1253	447
737	1255	445
738	1256	443
739	1258	442
740	1259	440
741	1260	438
742	1262	436
743	1264	434
744	1265	433
745	1267	431
746	1268	429
747	1270	427
748	1271	426
749	1273	424
750	1274	422
751	1276	420
752	1277	419
753	1279	417
754	1280	415
755	1282	413
756	1283	411
757	1284	410
758	1286	408
759	1287	406
760	1288	404
761	1290	403
762	1292	401
763	1294	399
764	1295	398
765	1297	396
766	1298	394
767	1299	392
768	1301	390
769	1302	389
770	1304	387
771	1305	385
772	1307	383
773	1308	382
774	1310	380
775	1311	378
776	1312	376
777	1314	375
778	1315	373
779	1317	371
780	1320	370
781	1321	368
782	1322	366
783	1324	364
784	1325	363
785	1327	361
786	1328	359
787	1329	357
788	1331	355
789	1333	354
790	1335	352
791	1337	351
792	1338	349
793	1339	347
794	1341	345
795	1342	344
796	1344	342
797	1346	340
798	1347	339
799	1349	337
800	1350	335
801	1351	333
802	1353	332
803	1354	330
804	1356	328
805	1357	326
806	1359	325
807	1360	323
808	1362	321
809	1364	320
810	1366	318
811	1367	316
812	1369	314
813	1370	313
814	1373	311
815	1375	310
816	1376	308
817	1378	306
818	1379	304
819	1380	303
820	1382	301
821	1384	299
822	1386	298
823	1388	296
824	1389	294
825	1391	293
826	1393	291
827	1395	289
828	1397	288
829	1398	286
830	1400	284
831	1402	283
832	1404	281
833	1407	280
834	1408	278
835	1410	276
836	1411	274
837	1413	273
838	1414	271
839	1416	269
840	1417	268
841	1419	266
842	1420	264
843	1422	262
844	1423	261
845	1425	259
846	1426	257
847	1428	256
848	1429	254
849	1431	252
850	1432	250
851	1434	249
852	1435	247
853	1436	245
854	1438	243
855	1439	242
856	1441	240
857	1442	238
858	1444	237
859	1445	235
860	1446	233
861	1448	231
862	1449	230
863	1451	228
864	1452	226
865	1454	225
866	1455	223
867	1456	221
868	1458	219
869	1460	218
870	1462	216
871	1464	214
872	1466	213
873	1467	211
874	1469	209
875	1470	208
876	1471	206
877	1473	204
878	1474	202
879	1476	201
880	1477	199
881	1479	197
882	1480	196
883	1482	194
884	1483	192
885	1484	191
886	1486	189
887	1487	187
888	1489	185
889	1490	184
890	1491	182
891	1493	180
892	1494	179
893	1496	177
894	1497	175
895	1499	174
896	1500	172
897	1501	170
898	1503	168
899	1504	167
900	1506	165
901	1507	163
902	1509	162
903	1510	160
904	1512	158
905	1513	157
906	1514	155
907	1516	153
908	1517	151
909	1519	150
910	1520	148
911	1521	146
912	1523	145
913	1524	143
914	1526	141
915	1527	140
916	1528	138
917	1530	136
918	1531	135
919	1533	133
920	1534	131
921	1535	129
922	1537	128
923	1539	126
924	1540	124
925	1541	123
926	1543	121
927	1545	119
928	1546	118
929	1547	116
930	1549	114
931	1550	113
932	1552	111
933	1553	109
934	1555	108
935	1556	106
936	1558	104
937	1559	103
938	1561	101
939	1562	99
940	1563	98
941	1565	96
942	1566	94
943	1568	93
944	1569	91
945	1570	89
946	1572	87
947	1573	86
948	1575	84
949	1576	82
950	1578	81
951	1582	79
952	1584	78
953	1585	76
954	1586	74
955	1588	73
956	1590	71
957	1592	69
958	1593	68
959	1595	66
960	1596	64
961	1597	63
962	1599	61
963	1600	59
964	1602	58
965	1603	56
966	1604	54
967	1606	53
968	1607	51
969	1609	49
970	1610	48
971	1612	46
972	1613	44
973	1614	43
974	1616	41
975	1617	39
976	1619	38
977	1620	36
978	1622	34
979	1623	33
980	1624	31
981	1626	29
982	1627	28
983	1629	26
984	1630	24
985	1632	23
986	1633	21
987	1635	19
988	1636	18
989	1638	16
990	1639	14
991	1641	13
992	1642	11
993	1643	9
994	1645	8
995	1646	6
996	1648	4
997	1649	3
998	1651	1
999	1652	0
